CO,Date,Main Pollutant,NO2,Overall AQI Value,Ozone,PM10,PM25,Site ID (of Overall AQI),Site Name (of Overall AQI),Source (of Overall AQI),source_file
13,01/30/2021,PM2.5,34,70,38,14,70,06-037-1201,Reseda,AQS,aqidaily2021.csv
13,01/31/2021,PM2.5,41,60,39,14,60,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
13,02/01/2021,NO2,61,61,30,22,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
13,02/02/2021,PM2.5,50,57,40,20,57,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
10,02/03/2021,PM2.5,41,59,37,26,59,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
7,02/04/2021,PM2.5,50,62,43,19,62,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
13,02/05/2021,PM2.5,56,69,42,27,69,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
24,02/06/2021,PM2.5,55,96,47,31,96,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
22,02/07/2021,PM2.5,38,84,48,24,84,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
11,02/08/2021,PM2.5,34,83,47,30,83,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
8,02/09/2021,PM2.5,48,83,44,36,83,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,02/10/2021,PM2.5,47,74,44,35,74,06-037-0016,Glendora,AQS,aqidaily2021.csv
18,02/11/2021,PM2.5,51,84,50,35,84,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
8,02/12/2021,PM2.5,34,65,39,18,65,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
9,02/13/2021,PM2.5,27,55,42,25,55,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,02/14/2021,Ozone,30,43,43,15,41,06-037-1201,Reseda,AQS,aqidaily2021.csv
8,02/15/2021,PM2.5,32,55,40,21,55,06-037-1302,Compton,AQS,aqidaily2021.csv
7,02/16/2021,PM2.5,30,57,42,21,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
8,02/17/2021,PM2.5,46,57,42,21,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
15,02/18/2021,PM2.5,44,61,44,21,61,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
15,02/19/2021,PM2.5,57,63,44,23,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
16,02/20/2021,PM2.5,36,63,43,27,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
17,02/21/2021,PM2.5,39,64,45,28,64,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
17,02/22/2021,NO2,60,60,44,22,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
14,02/23/2021,PM2.5,56,63,48,25,63,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
10,02/24/2021,PM2.5,49,61,51,30,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,02/25/2021,PM2.5,45,63,47,49,63,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
17,02/26/2021,PM2.5,44,66,48,36,66,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
11,02/27/2021,PM2.5,41,70,50,30,70,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
13,02/28/2021,PM2.5,40,62,46,43,62,06-037-1302,Compton,AQS,aqidaily2021.csv
10,03/01/2021,NO2,64,64,46,19,49,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
18,03/02/2021,PM2.5,48,60,47,27,60,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
9,03/03/2021,PM2.5,44,57,45,24,57,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
13,03/04/2021,PM2.5,47,59,49,26,59,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
15,03/05/2021,PM2.5,50,68,64,31,68,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
9,03/06/2021,PM2.5,38,60,50,29,60,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
7,03/07/2021,PM2.5,19,56,46,21,56,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
8,03/08/2021,PM2.5,36,54,44,17,54,06-037-1602,Pico Rivera #2,AQS,aqidaily2021.csv
9,03/09/2021,PM2.5,32,52,44,19,52,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
7,03/10/2021,PM2.5,31,43,43,7,43,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,03/11/2021,NO2,52,52,44,7,36,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
8,03/12/2021,PM2.5,44,58,44,8,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
11,03/13/2021,PM2.5,34,64,44,17,64,06-037-1302,Compton,AQS,aqidaily2021.csv
8,03/14/2021,PM2.5,25,57,48,19,57,06-037-0016,Glendora,AQS,aqidaily2021.csv
6,03/15/2021,PM2.5,26,43,42,9,43,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,03/16/2021,NO2,49,49,42,9,44,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
13,03/17/2021,PM2.5,51,58,48,25,58,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
9,03/18/2021,Ozone,42,64,64,27,61,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
11,03/19/2021,PM2.5,40,57,43,20,57,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
9,03/20/2021,PM2.5,29,54,44,13,54,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
9,03/21/2021,PM2.5,26,55,48,16,55,06-037-1302,Compton,AQS,aqidaily2021.csv
9,03/22/2021,PM2.5,45,56,48,19,56,06-037-4004,Long Beach (South),AQS,aqidaily2021.csv
8,03/23/2021,PM2.5,42,55,43,51,55,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,03/24/2021,PM2.5,42,56,47,24,56,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
7,03/25/2021,PM2.5,29,55,42,20,55,06-037-4004,Long Beach (South),AQS,aqidaily2021.csv
9,03/26/2021,PM2.5,37,54,44,18,54,06-037-4008,Long Beach-Route 710 Near Road,AQS,aqidaily2021.csv
10,03/27/2021,PM2.5,38,62,49,19,62,06-037-1302,Compton,AQS,aqidaily2021.csv
15,03/28/2021,Ozone,43,80,80,19,65,06-059-2022,Mission Viejo,AQS,aqidaily2021.csv
11,03/29/2021,Ozone,55,67,67,34,61,06-037-1201,Reseda,AQS,aqidaily2021.csv
8,03/30/2021,PM2.5,39,68,67,47,68,06-037-0016,Glendora,AQS,aqidaily2021.csv
11,03/31/2021,Ozone,69,74,74,37,63,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
11,04/01/2021,Ozone,61,80,80,29,58,06-037-1201,Reseda,AQS,aqidaily2021.csv
9,04/02/2021,Ozone,43,93,93,40,64,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
10,04/03/2021,Ozone,30,112,112,37,74,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,04/04/2021,Ozone,28,112,112,30,67,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,04/05/2021,PM2.5,31,62,49,29,62,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,04/06/2021,PM2.5,36,66,51,33,66,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,04/07/2021,Ozone,53,87,87,32,65,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,04/08/2021,PM2.5,38,64,64,33,64,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,04/09/2021,Ozone,31,80,80,43,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,04/10/2021,Ozone,32,100,100,42,71,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,04/11/2021,Ozone,18,101,101,40,76,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,04/12/2021,Ozone,33,71,71,38,70,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,04/13/2021,PM2.5,32,60,46,60,60,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
8,04/14/2021,PM2.5,51,63,51,30,63,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,04/15/2021,PM2.5,42,67,51,30,67,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,04/16/2021,PM2.5,44,75,71,38,75,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
10,04/17/2021,Ozone,28,93,93,36,76,06-037-1701,Pomona,AQS,aqidaily2021.csv
11,04/18/2021,Ozone,32,71,71,28,58,06-037-4009,Signal Hill (LBSH),AQS,aqidaily2021.csv
10,04/19/2021,Ozone,45,80,80,29,64,06-037-1201,Reseda,AQS,aqidaily2021.csv
7,04/20/2021,Ozone,31,74,74,42,72,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
7,04/21/2021,PM2.5,31,58,44,31,58,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
8,04/22/2021,PM2.5,51,55,44,25,55,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,04/23/2021,PM2.5,48,60,47,26,60,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,04/24/2021,PM2.5,31,59,47,23,59,06-037-0016,Glendora,AQS,aqidaily2021.csv
10,04/25/2021,PM2.5,14,56,45,20,56,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,04/26/2021,PM2.5,39,42,40,10,42,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
8,04/27/2021,PM2.5,40,53,44,14,53,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,04/28/2021,PM2.5,42,61,49,27,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
10,04/29/2021,Ozone,54,97,97,26,67,06-059-2022,Mission Viejo,AQS,aqidaily2021.csv
13,04/30/2021,Ozone,60,133,133,29,67,06-037-2005,Pasadena,AQS,aqidaily2021.csv
9,05/01/2021,Ozone,39,90,90,33,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,05/02/2021,PM2.5,15,61,51,57,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
8,05/03/2021,PM2.5,41,70,54,35,70,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,05/04/2021,Ozone,39,100,100,42,78,06-037-1201,Reseda,AQS,aqidaily2021.csv
8,05/05/2021,Ozone,35,129,129,42,82,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,05/06/2021,Ozone,29,84,84,40,73,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,05/07/2021,Ozone,39,74,74,33,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/08/2021,Ozone,17,90,90,36,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/09/2021,Ozone,15,84,84,31,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/10/2021,PM2.5,33,65,51,31,65,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
8,05/11/2021,Ozone,37,97,97,35,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,05/12/2021,Ozone,48,97,97,35,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/13/2021,Ozone,53,97,97,37,67,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/14/2021,Ozone,38,80,80,36,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/15/2021,PM2.5,20,76,49,32,76,06-037-1201,Reseda,AQS,aqidaily2021.csv
9,05/16/2021,PM2.5,16,64,44,22,64,06-037-1201,Reseda,AQS,aqidaily2021.csv
9,05/17/2021,PM2.5,48,56,51,29,56,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,05/18/2021,Ozone,43,74,74,35,60,06-037-1701,Pomona,AQS,aqidaily2021.csv
9,05/19/2021,Ozone,34,84,84,32,64,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,05/20/2021,PM2.5,42,66,54,61,66,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
8,05/21/2021,PM2.5,41,61,45,33,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,05/22/2021,PM2.5,26,61,46,26,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,05/23/2021,PM2.5,24,62,54,24,62,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
11,05/24/2021,Ozone,64,97,97,27,63,06-037-1701,Pomona,AQS,aqidaily2021.csv
10,05/25/2021,Ozone,44,100,100,28,69,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,05/26/2021,PM2.5,35,71,61,33,71,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
9,05/27/2021,Ozone,34,90,90,36,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/28/2021,Ozone,32,122,122,37,73,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/29/2021,Ozone,21,71,71,29,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/30/2021,Ozone,11,80,80,25,63,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,05/31/2021,Ozone,20,101,101,26,66,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,06/01/2021,Ozone,38,140,140,38,75,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/02/2021,Ozone,46,161,161,33,67,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/03/2021,Ozone,26,159,159,34,66,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
6,06/04/2021,Ozone,41,108,108,45,64,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
6,06/05/2021,PM2.5,16,61,54,33,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
6,06/06/2021,PM2.5,11,57,50,26,57,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
5,06/07/2021,PM2.5,19,50,40,29,50,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
6,06/08/2021,Ozone,33,58,58,20,54,06-037-0016,Glendora,AQS,aqidaily2021.csv
6,06/09/2021,PM2.5,40,58,54,31,58,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
7,06/10/2021,PM2.5,37,57,50,29,57,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
7,06/11/2021,Ozone,37,119,119,31,68,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/12/2021,Ozone,33,172,172,34,68,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/13/2021,Ozone,27,143,143,28,62,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,06/14/2021,Ozone,36,97,97,28,62,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,06/15/2021,Ozone,53,129,129,53,70,06-037-1701,Pomona,AQS,aqidaily2021.csv
6,06/16/2021,Ozone,30,169,169,44,72,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,06/17/2021,Ozone,36,140,140,49,75,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
6,06/18/2021,Ozone,22,159,159,37,78,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/19/2021,Ozone,23,169,169,38,71,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/20/2021,Ozone,24,129,129,32,68,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
6,06/21/2021,Ozone,33,115,115,31,67,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,06/22/2021,Ozone,36,74,74,31,59,06-037-0016,Glendora,AQS,aqidaily2021.csv
6,06/23/2021,PM2.5,34,61,58,26,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
6,06/24/2021,PM2.5,33,51,44,20,51,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
7,06/25/2021,PM2.5,32,57,48,23,57,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
8,06/26/2021,Ozone,27,140,140,31,66,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/27/2021,Ozone,23,177,177,34,72,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/28/2021,Ozone,38,195,195,41,74,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/29/2021,Ozone,30,108,108,38,66,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,06/30/2021,Ozone,30,143,143,31,63,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/01/2021,Ozone,37,112,112,33,68,06-037-1701,Pomona,AQS,aqidaily2021.csv
7,07/02/2021,Ozone,43,108,108,32,65,06-037-1701,Pomona,AQS,aqidaily2021.csv
7,07/03/2021,Ozone,25,119,119,31,66,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,07/04/2021,PM2.5,24,142,108,52,142,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
7,07/05/2021,PM2.5,22,180,126,84,180,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,07/06/2021,Ozone,33,136,136,33,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/07/2021,Ozone,40,187,187,40,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/08/2021,Ozone,36,179,179,39,74,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/09/2021,Ozone,32,185,185,43,70,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/10/2021,Ozone,29,150,150,31,72,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/11/2021,Ozone,17,115,115,29,74,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/12/2021,Ozone,35,112,112,35,70,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/13/2021,Ozone,41,119,119,48,72,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,07/14/2021,Ozone,29,90,90,34,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/15/2021,Ozone,33,87,87,30,63,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/16/2021,Ozone,34,100,100,27,64,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,07/17/2021,Ozone,27,119,119,25,65,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,07/18/2021,Ozone,25,136,136,24,65,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,07/19/2021,Ozone,39,115,115,27,65,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,07/20/2021,Ozone,38,97,97,31,66,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,07/21/2021,Ozone,33,119,119,49,74,06-037-0016,Glendora,AQS,aqidaily2021.csv
7,07/22/2021,PM2.5,31,78,67,39,78,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
7,07/23/2021,Ozone,27,84,84,39,78,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/24/2021,Ozone,25,100,100,38,78,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/25/2021,Ozone,14,90,90,25,70,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,07/26/2021,PM2.5,49,65,58,28,65,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
8,07/27/2021,Ozone,41,87,87,31,64,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,07/28/2021,Ozone,43,87,87,29,61,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,07/29/2021,Ozone,43,84,84,29,66,06-037-1701,Pomona,AQS,aqidaily2021.csv
8,07/30/2021,Ozone,40,87,87,33,66,06-037-1201,Reseda,AQS,aqidaily2021.csv
9,07/31/2021,Ozone,25,100,100,26,62,06-037-1701,Pomona,AQS,aqidaily2021.csv
8,08/01/2021,Ozone,26,115,115,22,64,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,08/02/2021,Ozone,56,112,112,50,65,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,08/03/2021,Ozone,46,154,154,31,61,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,08/04/2021,Ozone,44,179,179,42,64,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,08/05/2021,Ozone,38,179,179,46,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,08/06/2021,Ozone,41,140,140,36,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,08/07/2021,Ozone,25,129,129,32,76,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
7,08/08/2021,Ozone,16,119,119,29,69,06-037-0016,Glendora,AQS,aqidaily2021.csv
8,08/09/2021,Ozone,35,129,129,27,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,08/10/2021,Ozone,44,143,143,31,62,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,08/11/2021,Ozone,45,90,90,30,60,06-037-1701,Pomona,AQS,aqidaily2021.csv
9,08/12/2021,Ozone,40,80,80,31,58,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,08/13/2021,Ozone,39,61,61,35,59,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,08/14/2021,Ozone,26,101,101,37,63,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,08/15/2021,Ozone,21,164,164,41,73,06-037-1701,Pomona,AQS,aqidaily2021.csv
9,08/16/2021,Ozone,32,122,122,62,99,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
8,08/17/2021,PM2.5,25,61,45,51,61,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
8,08/18/2021,PM2.5,25,55,33,31,55,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
9,08/19/2021,PM2.5,37,67,64,39,67,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
9,08/20/2021,Ozone,41,84,84,52,74,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
9,08/21/2021,PM2.5,34,56,48,21,56,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
9,08/22/2021,Ozone,25,87,87,23,68,06-037-1701,Pomona,AQS,aqidaily2021.csv
9,08/23/2021,Ozone,36,129,129,36,67,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
9,08/24/2021,Ozone,49,150,150,41,76,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
10,08/25/2021,Ozone,49,166,166,40,86,06-037-1701,Pomona,AQS,aqidaily2021.csv
11,08/26/2021,Ozone,64,159,159,63,78,06-037-0016,Glendora,AQS,aqidaily2021.csv
11,08/27/2021,Ozone,50,154,154,36,71,06-037-0016,Glendora,AQS,aqidaily2021.csv
10,08/28/2021,Ozone,42,177,177,41,74,06-037-0016,Glendora,AQS,aqidaily2021.csv
10,08/29/2021,Ozone,24,166,166,33,71,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,08/30/2021,Ozone,42,136,136,43,74,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,08/31/2021,PM2.5,41,79,48,45,79,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,09/01/2021,PM2.5,36,68,54,33,68,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,09/02/2021,Ozone,36,101,101,33,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
11,09/03/2021,Ozone,45,150,150,36,74,06-037-1701,Pomona,AQS,aqidaily2021.csv
11,09/04/2021,Ozone,42,136,136,27,71,06-059-2022,Mission Viejo,AQS,aqidaily2021.csv
13,09/05/2021,Ozone,34,143,143,28,75,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,09/06/2021,Ozone,18,154,154,34,75,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
10,09/07/2021,Ozone,30,150,150,47,71,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
10,09/08/2021,Ozone,44,150,150,44,74,06-037-0016,Glendora,AQS,aqidaily2021.csv
10,09/09/2021,Ozone,53,161,161,44,68,06-037-0016,Glendora,AQS,aqidaily2021.csv
10,09/10/2021,Ozone,51,115,115,31,63,06-037-1701,Pomona,AQS,aqidaily2021.csv
11,09/11/2021,Ozone,41,84,84,21,59,06-037-0016,Glendora,AQS,aqidaily2021.csv
10,09/12/2021,Ozone,30,100,100,22,63,06-037-0016,Glendora,AQS,aqidaily2021.csv
10,09/13/2021,Ozone,47,112,112,56,67,06-037-1701,Pomona,AQS,aqidaily2021.csv
9,09/14/2021,Ozone,44,105,105,31,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,09/15/2021,Ozone,40,105,105,37,70,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,09/16/2021,Ozone,39,133,133,36,71,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,09/17/2021,Ozone,38,100,100,33,67,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,09/18/2021,Ozone,35,77,77,26,61,06-037-1701,Pomona,AQS,aqidaily2021.csv
10,09/19/2021,Ozone,24,105,105,52,65,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
10,09/20/2021,Ozone,37,115,115,54,70,06-037-1201,Reseda,AQS,aqidaily2021.csv
14,09/21/2021,Ozone,68,119,119,40,63,06-037-0016,Glendora,AQS,aqidaily2021.csv
14,09/22/2021,Ozone,55,67,67,29,57,06-059-2022,Mission Viejo,AQS,aqidaily2021.csv
10,09/23/2021,PM2.5,51,94,42,56,94,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
10,09/24/2021,PM2.5,38,88,74,54,88,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
9,09/25/2021,Ozone,27,87,87,32,69,06-037-6012,Santa Clarita,AQS,aqidaily2021.csv
9,09/26/2021,PM2.5,17,73,49,42,73,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
9,09/27/2021,PM2.5,42,64,42,31,64,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,09/28/2021,PM10,45,61,44,61,58,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
10,09/29/2021,PM10,47,73,58,73,60,06-037-9033,Lancaster-Division Street,AQS,aqidaily2021.csv
14,09/30/2021,Ozone,64,80,80,51,70,06-037-2005,Pasadena,AQS,aqidaily2021.csv
17,10/01/2021,Ozone,62,90,90,34,65,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
15,10/02/2021,Ozone,58,115,115,33,60,06-037-4010,North Hollywood (NOHO),AQS,aqidaily2021.csv
14,10/03/2021,Ozone,60,150,150,28,61,06-037-1103,Los Angeles-North Main Street,AQS,aqidaily2021.csv
18,10/04/2021,Ozone,90,93,93,42,68,06-037-1201,Reseda,AQS,aqidaily2021.csv
10,10/05/2021,Ozone,50,71,71,19,57,06-037-1201,Reseda,AQS,aqidaily2021.csv
10,10/06/2021,PM2.5,55,67,64,28,67,06-037-0016,Glendora,AQS,aqidaily2021.csv
10,10/07/2021,PM2.5,33,58,40,30,58,06-037-0016,Glendora,AQS,aqidaily2021.csv
9,10/08/2021,PM2.5,41,50,36,12,50,06-037-0016,Glendora,AQS,aqidaily2021.csv
